term,log_rate_estimate,log_rate_lower_95,log_rate_upper_95,rate_ratio,rate_ratio_lower_95,rate_ratio_upper_95,percent_change
Intercept,0.3400664889175,0.22344673750000002,0.4567959984999998,1.4050410071135828,1.250379040189209,1.5790067316489844,40.504100711358284
HomeFlag,-0.2142374729,-0.25117530875,-0.17679361,0.8071566844231294,0.7778859893843708,0.8379527117373317,-19.28433155768706
ManagerPeriodMatches1M3,0.04488920115047512,-0.032891069275,0.12112412049999996,1.0459119676457513,0.9676439600063612,1.1287650065498795,4.591196764575134
ManagerPeriodMatches4M6,-0.003691376724734,-0.088507395,0.07921518174999999,0.9963154280307809,0.9152963420945208,1.0824372177467463,-0.3684571969219119
ManagerPeriodMatches7M10,0.1037064196161675,0.030956678475000002,0.17388886949999993,1.1092747458013705,1.0314408193293876,1.189923321698619,10.927474580137053
