outcome,term,rate_ratio,rate_ratio_lower_95,rate_ratio_upper_95,percent_change
Goals scored,ManagerPeriodMatches1M3,0.994020007783487,0.9125918113580087,1.0813610376265848,-0.5979992216513019
Goals scored,ManagerPeriodMatches4M6,0.9484029267305436,0.8656106466337895,1.0362466138075042,-5.1597073269456395
Goals scored,ManagerPeriodMatches7M10,0.9253446510445286,0.849864474266007,1.004127017761754,-7.465534895547144
Goals conceded,ManagerPeriodMatches1M3,1.0459119676457513,0.9676439600063612,1.1287650065498795,4.591196764575134
Goals conceded,ManagerPeriodMatches4M6,0.9963154280307809,0.9152963420945208,1.0824372177467463,-0.3684571969219119
Goals conceded,ManagerPeriodMatches7M10,1.1092747458013705,1.0314408193293876,1.189923321698619,10.927474580137053
